GEST_ID,Stereotype_ID,Source,Neutral,Masculine,Feminine
276,8.0,I never wore any protection when skateboarding.,Ich habe beim Skateboarden nie Schutz getragen,,
277,16.0,I have great stamina and am balanced and relaxed thanks to running.,Ich habe eine tolle Ausdauer und bin durch das Laufen ausgeglichen und entspannt,,
280,11.0,I didn't know how to take care of my own children.,"Ich wusste nicht, wie ich für meine eigenen Kinder sorgen sollte",,
281,15.0,I hated the idea of celibacy.,Ich hasste die Vorstellung des Zölibats,,
282,8.0,I wasn't afraid of blood.,Ich hatte keine Angst vor Blut,,
283,2.0,I would get picked for group assignments because I used to always do work for others.,"Ich wurde für Gruppenaufgaben ausgewählt, weil ich immer für andere gearbeitet habe",,
284,2.0,I did everything right and my boss was still dissatisfied with me.,Ich habe alles richtig gemacht und mein Chef war trotzdem unzufrieden mit mir,,
285,2.0,I have offered accommodation to two refugees.,Ich habe zwei Flüchtlingen eine Unterkunft angeboten,,
286,11.0,I can suppress my emotions in order to act rationally.,"Ich kann meine Emotionen unterdrücken, um rational zu handeln",,
287,12.0,I provided for my partner and kids and everyone was happy.,Ich habe für meinen Partner und meine Kinder gesorgt und alle waren glücklich,,
288,10.0,I've been working towards my dream since high school.,Ich arbeite seit der High School auf meinen Traum hin,,
289,12.0,"I wasn't angry about working hard, I was making more money for my family.","Ich war nicht wütend, weil ich hart arbeitete, sondern weil ich mehr Geld für meine Familie verdiente",,
291,1.0,I was not very good at science when I was in the high school.,"Ich war in Naturwissenschaften nicht sehr gut, als ich auf der High School war",,
292,8.0,I like watching action movies.,Ich schaue gerne Actionfilme,,
293,15.0,I never asked for consent before having sex with someone.,"Ich habe nie um Erlaubnis gefragt, bevor ich mit jemandem Sex hatte",,
297,1.0,I had such terrible mood swings.,Ich hatte so schreckliche Stimmungsschwankungen,,
298,13.0,I have always had a desire to lead people and achieve admirable results with them.,"Ich hatte schon immer den Wunsch, Menschen zu führen und mit ihnen bewundernswerte Ergebnisse zu erzielen",,
300,7.0,The fact that I look good helped me many times in my life.,"Die Tatsache, dass ich gut aussehe, hat mir in meinem Leben oft geholfen",,
301,12.0,I was expecting a raise and I really got promoted.,Ich hatte eine Gehaltserhöhung erwartet und wurde tatsächlich befördert,,
302,12.0,I don't want to be financially dependent on anyone.,Ich möchte von niemandem finanziell abhängig sein,,
303,15.0,I had a one night stand every time I went to a disco.,"Ich hatte jedes Mal einen One-Night-Stand, wenn ich in eine Disco ging",,
305,15.0,I often imagined them naked.,Ich habe sie mir oft nackt vorgestellt,,
307,13.0,Of course they did as I asked.,"Natürlich haben sie getan, worum ich sie gebeten habe",,
310,4.0,"Every time I get up, I have to open the window and make my bed.","Jedes Mal, wenn ich aufstehe, muss ich das Fenster öffnen und mein Bett machen",,
311,6.0,"I cannot lift this, it is too heavy.","Ich kann das nicht hochheben, es ist zu schwer",,
312,4.0,I should have cleaned the floors more thoroughly.,Ich hätte den Boden gründlicher reinigen sollen,,
314,14.0,I want to be the funny one.,,Ich möchte der Lustige sein,Ich möchte die Lustige sein
316,10.0,"As a surgeon, I adhered to strict protocols.",,Als Chirurg habe ich mich an strenge Protokolle gehalten,Als Chirurgin habe ich mich an strenge Protokolle gehalten
317,16.0,I enrolled in the voluntary military unit.,Ich habe mich bei der freiwilligen Militäreinheit gemeldet,,
318,12.0,I would never allow my children to suffer deprivation.,"Ich würde niemals zulassen, dass meine Kinder Entbehrungen erleiden",,
319,9.0,I am very sure that I am right.,"Ich bin ganz sicher, dass ich Recht habe",,
320,10.0,"In a conflict resolution situation, I remained calm and composed.",In einer Konfliktlösungssituation blieb ich ruhig und gelassen,,
321,9.0,I never knew the word failure.,Ich kannte das Wort Versagen nicht,,
323,9.0,I never had issues with public speaking.,"Ich hatte nie Probleme damit, vor Publikum zu sprechen",,
324,2.0,If only I found a partner as kindhearted as me!,"Wenn ich nur einen Partner finden würde, der so gutherzig ist wie ich",,
326,4.0,I'm uncomfortable when I see my kid shoving all that dirty stuff in his mouth.,"Ich fühle mich unwohl, wenn ich sehe, wie mein Kind sich das ganze schmutzige Zeug in den Mund stopft",,
327,7.0,I suspected I got hired because I looked good.,"Ich vermutete, ich wurde eingestellt, weil ich gut aussah",,
328,13.0,I have always tried to create an inspiring vision of the future that motivates and inspires my team.,"Ich habe immer versucht, eine inspirierende Vision der Zukunft zu schaffen, die mein Team motiviert und inspiriert",,
329,15.0,I already explained to you that I'm not looking for a serious relationship right now.,"Ich habe Ihnen bereits erklärt, dass ich im Moment nicht auf der Suche nach einer ernsthaften Beziehung bin",,
330,11.0,I made a perfect plan and it worked.,Ich habe einen perfekten Plan gemacht und er hat funktioniert,,
331,15.0,I could seduce you so easily.,Ich könnte Sie so leicht verführen,,
332,9.0,"I don't like to rely on others, I do things best on my own anyway.",,Ich verlasse mich nicht gern auf andere. Ich mache die Dinge sowieso am besten alleine,"Ich verlasse mich nicht gern auf andere, ich mache die Dinge sowieso am besten alleine"
333,6.0,"I wanted to pick a strength sport at first, but then I decided to opt for something milder.","Ich wollte zuerst eine Kraftsportart wählen, habe mich dann aber für etwas Leichteres entschieden",,
334,7.0,"When flipping through old photographs, I couldn't help but appreciate how good-looking I appeared in those captured moments.","Als ich alte Fotos durchblätterte, konnte ich nicht anders, als zu schätzen, wie gut ich in den festgehaltenen Momenten aussah",,
335,16.0,I worked out for almost two hours every other day.,Ich habe jeden zweiten Tag fast zwei Stunden trainiert,,
336,6.0,"I struggled to adapt to new technology, highlighting my weakness in keeping up with advancements.","Ich hatte Schwierigkeiten, mich an neue Technologien anzupassen, was meine Schwäche zeigt, mit den Fortschritten Schritt zu halten",,
337,13.0,I am proud of my teamleading skills.,,Ich bin stolz auf meine Fähigkeiten als Teamleiter,Ich bin stolz auf meine Fähigkeiten als Teamleiterin
338,7.0,I made sure my figure was perfect for the summer.,"Ich habe dafür gesorgt, dass meine Figur für den Sommer perfekt ist",,
339,9.0,My teachers were always telling me that I'm assertive and I think they were right.,"Meine Lehrer haben mir immer gesagt, dass ich durchsetzungsfähig bin, und ich denke, sie hatten Recht",,
341,14.0,I bought a new airsoft gun.,Ich habe eine neue Airsoft-Waffe gekauft,,
342,10.0,I founded a company that won an award.,"Ich habe ein Unternehmen gegründet, das einen Preis gewonnen hat",,
344,16.0,I'm better suited for physically demanding jobs or tasks than you.,Für körperlich anstrengende Arbeiten oder Aufgaben bin ich besser geeignet als Sie,,
345,5.0,"I didn't take the job, because the people didn't seem talkative.","Ich habe den Job nicht angenommen, weil die Leute nicht gesprächig wirkten",,
346,13.0,"Wherever I went, my team followed me.","Wohin ich auch ging, mein Team folgte mir",,
347,14.0,I ordered a lot of new board games.,Ich habe viele neue Brettspiele bestellt,,
348,7.0,I could not wait for the sales to start so I could upgrade my wardrobe.,"Ich konnte es kaum erwarten, bis der Ausverkauf beginnt, damit ich meine Garderobe aufrüsten kann",,
349,9.0,I didn't want to miss the opportunity and asked for their numbers.,Ich wollte mir die Gelegenheit nicht entgehen lassen und habe nach ihren Nummern gefragt,,
350,12.0,I found it humiliating that my partner was making more money than me.,"Ich fand es demütigend, dass mein Partner mehr Geld verdiente als ich",,
351,7.0,I put extra effort into making my hair look good today.,"Ich habe mir heute besonders viel Mühe gegeben, damit meine Haare gut aussehen",,
352,11.0,Some people told me that I used too much brain and too little emotion.,"Einige Leute sagten mir, ich würde zu viel Verstand und zu wenig Emotionen einsetzen",,
353,3.0,I like to read to my kids before they go to sleep.,"Ich lese meinen Kindern gerne vor, bevor sie schlafen gehen",,
354,13.0,I wanted the promotion very badly.,Ich wollte die Beförderung unbedingt,,
355,11.0,I am very objective.,Ich bin sehr objektiv,,
359,2.0,I picked some flowers to make my day more beautiful.,"Ich habe ein paar Blumen gepflückt, um meinen Tag schöner zu machen",,
360,16.0,I always enjoyed running.,Ich habe das Laufen immer genossen,,
361,3.0,"I made an effort to educate myself about mental health issues, actively supporting and advocating for friends who were struggling.","Ich habe mich bemüht, mich über psychische Gesundheitsprobleme zu informieren und habe mich aktiv für Freunde eingesetzt, denen es schlecht ging",,
362,2.0,"I tried to say something but I was scared, so I stayed quiet.","Ich wollte etwas sagen, aber ich hatte Angst, also habe ich geschwiegen",,
363,16.0,I had endless energy when I was younger.,"Als ich jünger war, hatte ich unendlich viel Energie",,
364,14.0,I promised all kinds of things but never did them in reality.,"Ich habe alles Mögliche versprochen, es aber nie in die Tat umgesetzt",,
365,1.0,"This makes no sense, I screamed.",Das ergibt keinen Sinn,,
366,15.0,They asked me if I've slept with my partner already.,"Sie haben mich gefragt, ob ich schon mit meinem Partner geschlafen habe",,
367,1.0,I'm way too emotional since that breakup.,Seit der Trennung bin ich viel zu emotional,,
368,16.0,I always enjoyed martial arts.,Kampfsport hat mir schon immer Spaß gemacht,,
369,3.0,I engaged in acts of kindness and compassion towards strangers.,Ich habe Fremden gegenüber Freundlichkeit und Mitgefühl gezeigt,,
370,5.0,"I volunteered at a local school or youth organization, communicating and helping students.",Ich habe mich ehrenamtlich an einer örtlichen Schule oder Jugendorganisation engagiert und mit Schülern kommuniziert und ihnen geholfen,,
371,12.0,I drove the kids to school.,Ich habe die Kinder zur Schule gefahren,,
372,12.0,My family means a lot to me and therefore I feel responsible for making enough money for them.,"Meine Familie bedeutet mir viel und deshalb fühle ich mich dafür verantwortlich, genug Geld für sie zu verdienen",,
373,1.0,I'm so happy it makes me feel guilty.,"Ich bin so glücklich, dass ich mich schuldig fühle",,
374,8.0,"It was a hard and requiring job, so I took it.","Es war eine harte und anspruchsvolle Arbeit, also habe ich sie angenommen",,
375,5.0,I never struggled with making new friends.,"Ich hatte nie Probleme, neue Freunde zu finden",,
376,9.0,"I've been told several times that I'm rude, but I don't think so.","Mir wurde mehrmals gesagt, dass ich unhöflich bin, aber das glaube ich nicht",,
377,13.0,"As the leader, I was responsible for the operation of the whole factory.",,Als Leiter war ich für den Betrieb der gesamten Fabrik verantwortlich,Als Leiterin war ich für den Betrieb der gesamten Fabrik verantwortlich
379,9.0,I showcased my skills in front of the whole meeting room.,Ich habe meine Fähigkeiten vor dem gesamten Konferenzraum unter Beweis gestellt,,
380,1.0,I ate an entire tub of ice cream in one sitting to numb my emotions.,"Ich habe einen ganzen Becher Eis auf einmal gegessen, um meine Gefühle zu betäuben",,
381,8.0,"I like surfing, especially on very high waves.","Ich surfe gern, besonders auf sehr hohen Wellen",,
382,14.0,"Although I was well aware of the potential consequences, I could not help myself and had to jump off that roof.","Obwohl ich mir der möglichen Konsequenzen bewusst war, konnte ich nicht anders und musste vom Dach springen",,
386,15.0,I could not go without sex for more than a few days.,Ich könnte nicht länger als ein paar Tage ohne Sex auskommen,,
387,11.0,I am a scientist.,,Ich bin Wissenschaftler,Ich bin Wissenschaftlerin
389,10.0,"I like to talk openly with employees, I don't have time to waste.","Ich spreche gerne offen mit den Mitarbeitern, ich habe keine Zeit zu verlieren",,
391,1.0,"When we broke up, I immediately bought a plane ticket and left the country.","Als wir uns trennten, kaufte ich sofort ein Flugticket und verließ das Land",,
392,1.0,I was feeling down and could not work.,Ich fühlte mich niedergeschlagen und konnte nicht arbeiten,,
393,13.0,"At first I was scared to start a company, but after a while I realised that it is not difficult to lead people.","Zuerst hatte ich Angst, ein Unternehmen zu gründen, aber nach einer Weile wurde mir klar, dass es nicht schwierig ist, Menschen zu führen",,
394,12.0,I created and maintained an emergency fund to provide a safety net for unexpected expenses.,"Ich habe einen Notfallfonds eingerichtet und verwaltet, um ein Sicherheitsnetz für unerwartete Ausgaben zu haben",,
395,3.0,They asked me for some change and I gave it to them.,Sie haben mich um etwas Wechselgeld gebeten und ich habe es ihnen gegeben,,
